ScDsagR_148_HRSCAF_195	remanei_genome_00020083
III	remanei_genome_00015911
III	remanei_genome_00015915
III	remanei_genome_00015918
III	remanei_genome_00015919
III	remanei_genome_00015920
III	remanei_genome_00015921
III	remanei_genome_00015912
III	remanei_genome_00015913
III	remanei_genome_00015914
III	remanei_genome_00015916
III	remanei_genome_00015917
III	remanei_genome_00015883
III	remanei_genome_00015886
III	remanei_genome_00015888
III	remanei_genome_00015889
III	remanei_genome_00015892
III	remanei_genome_00015895
III	remanei_genome_00015897
III	remanei_genome_00015898
III	remanei_genome_00015899
III	remanei_genome_00015902
III	remanei_genome_00015884
III	remanei_genome_00015885
III	remanei_genome_00015887
III	remanei_genome_00015890
III	remanei_genome_00015891
III	remanei_genome_00015893
III	remanei_genome_00015894
III	remanei_genome_00015896
III	remanei_genome_00015900
III	remanei_genome_00015901
III	remanei_genome_00015903
III	remanei_genome_00015904
III	remanei_genome_00015950
III	remanei_genome_00015953
III	remanei_genome_00015956
III	remanei_genome_00015957
III	remanei_genome_00015961
III	remanei_genome_00015963
III	remanei_genome_00015965
III	remanei_genome_00015951
III	remanei_genome_00015952
III	remanei_genome_00015954
III	remanei_genome_00015955
III	remanei_genome_00015958
III	remanei_genome_00015959
III	remanei_genome_00015960
III	remanei_genome_00015962
III	remanei_genome_00015964
III	remanei_genome_00015966
III	remanei_genome_00015925
III	remanei_genome_00015927
III	remanei_genome_00015929
III	remanei_genome_00015930
III	remanei_genome_00015931
III	remanei_genome_00015933
III	remanei_genome_00015934
III	remanei_genome_00015936
III	remanei_genome_00015937
III	remanei_genome_00015941
III	remanei_genome_00015942
III	remanei_genome_00015944
III	remanei_genome_00015946
III	remanei_genome_00015948
III	remanei_genome_00015922
III	remanei_genome_00015923
III	remanei_genome_00015924
III	remanei_genome_00015926
III	remanei_genome_00015928
III	remanei_genome_00015932
III	remanei_genome_00015935
III	remanei_genome_00015938
III	remanei_genome_00015939
III	remanei_genome_00015940
III	remanei_genome_00015943
III	remanei_genome_00015945
III	remanei_genome_00015947
III	remanei_genome_00015949
III	remanei_genome_00015989
III	remanei_genome_00015991
III	remanei_genome_00015994
III	remanei_genome_00015995
III	remanei_genome_00016000
III	remanei_genome_00016001
III	remanei_genome_00016003
III	remanei_genome_00016004
III	remanei_genome_00016005
III	remanei_genome_00016007
III	remanei_genome_00016010
III	remanei_genome_00015990
III	remanei_genome_00015992
III	remanei_genome_00015993
III	remanei_genome_00015996
III	remanei_genome_00015997
III	remanei_genome_00015998
III	remanei_genome_00015999
III	remanei_genome_00016002
III	remanei_genome_00016006
III	remanei_genome_00016008
III	remanei_genome_00016009
III	remanei_genome_00015969
III	remanei_genome_00015970
III	remanei_genome_00015972
III	remanei_genome_00015973
III	remanei_genome_00015975
III	remanei_genome_00015977
III	remanei_genome_00015980
III	remanei_genome_00015982
III	remanei_genome_00015984
III	remanei_genome_00015985
III	remanei_genome_00015988
III	remanei_genome_00015967
III	remanei_genome_00015968
III	remanei_genome_00015971
III	remanei_genome_00015974
III	remanei_genome_00015976
III	remanei_genome_00015978
III	remanei_genome_00015979
III	remanei_genome_00015981
III	remanei_genome_00015983
III	remanei_genome_00015986
III	remanei_genome_00015987
III	remanei_genome_00016011
III	remanei_genome_00016012
III	remanei_genome_00016013
III	remanei_genome_00016015
III	remanei_genome_00016016
III	remanei_genome_00016017
III	remanei_genome_00016019
III	remanei_genome_00016021
III	remanei_genome_00016022
III	remanei_genome_00016024
III	remanei_genome_00016025
III	remanei_genome_00016027
III	remanei_genome_00016029
III	remanei_genome_00016014
III	remanei_genome_00016018
III	remanei_genome_00016020
III	remanei_genome_00016023
III	remanei_genome_00016026
III	remanei_genome_00016028
III	remanei_genome_00016030
III	remanei_genome_00016033
III	remanei_genome_00016034
III	remanei_genome_00016041
III	remanei_genome_00016043
III	remanei_genome_00016044
III	remanei_genome_00016031
III	remanei_genome_00016032
III	remanei_genome_00016035
III	remanei_genome_00016036
III	remanei_genome_00016037
III	remanei_genome_00016038
III	remanei_genome_00016039
III	remanei_genome_00016040
III	remanei_genome_00016042
III	remanei_genome_00016045
III	remanei_genome_00016046
III	remanei_genome_00016063
III	remanei_genome_00016067
III	remanei_genome_00016070
III	remanei_genome_00016071
III	remanei_genome_00016073
III	remanei_genome_00016074
III	remanei_genome_00016062
III	remanei_genome_00016064
III	remanei_genome_00016065
III	remanei_genome_00016066
III	remanei_genome_00016068
III	remanei_genome_00016069
III	remanei_genome_00016072
III	remanei_genome_00016076
III	remanei_genome_00016049
III	remanei_genome_00016052
III	remanei_genome_00016054
III	remanei_genome_00016056
III	remanei_genome_00016057
III	remanei_genome_00016060
III	remanei_genome_00016061
III	remanei_genome_00016047
III	remanei_genome_00016048
III	remanei_genome_00016050
III	remanei_genome_00016051
III	remanei_genome_00016053
III	remanei_genome_00016055
III	remanei_genome_00016058
III	remanei_genome_00016059
III	remanei_genome_00016095
III	remanei_genome_00016096
III	remanei_genome_00016101
III	remanei_genome_00016103
III	remanei_genome_00016097
III	remanei_genome_00016098
III	remanei_genome_00016099
III	remanei_genome_00016100
III	remanei_genome_00016102
III	remanei_genome_00016075
III	remanei_genome_00016077
III	remanei_genome_00016078
III	remanei_genome_00016079
III	remanei_genome_00016080
III	remanei_genome_00016084
III	remanei_genome_00016085
III	remanei_genome_00016086
III	remanei_genome_00016087
III	remanei_genome_00016089
III	remanei_genome_00016092
III	remanei_genome_00016094
III	remanei_genome_00016081
III	remanei_genome_00016082
III	remanei_genome_00016083
III	remanei_genome_00016088
III	remanei_genome_00016090
III	remanei_genome_00016091
III	remanei_genome_00016093
III	remanei_genome_00016104
III	remanei_genome_00016106
III	remanei_genome_00016108
III	remanei_genome_00016110
III	remanei_genome_00016111
III	remanei_genome_00016113
III	remanei_genome_00016115
III	remanei_genome_00016116
III	remanei_genome_00016117
III	remanei_genome_00016120
III	remanei_genome_00016121
III	remanei_genome_00016122
III	remanei_genome_00016105
III	remanei_genome_00016107
III	remanei_genome_00016109
III	remanei_genome_00016112
III	remanei_genome_00016114
III	remanei_genome_00016118
III	remanei_genome_00016119
III	remanei_genome_00016134
III	remanei_genome_00016135
III	remanei_genome_00016136
III	remanei_genome_00016138
III	remanei_genome_00016139
III	remanei_genome_00016141
III	remanei_genome_00016142
III	remanei_genome_00016132
III	remanei_genome_00016133
III	remanei_genome_00016137
III	remanei_genome_00016140
III	remanei_genome_00016124
III	remanei_genome_00016125
III	remanei_genome_00016127
III	remanei_genome_00016128
III	remanei_genome_00016123
III	remanei_genome_00016126
III	remanei_genome_00016129
III	remanei_genome_00016130
III	remanei_genome_00016131
III	remanei_genome_00016143
III	remanei_genome_00016144
III	remanei_genome_00016146
III	remanei_genome_00016147
III	remanei_genome_00016149
III	remanei_genome_00016151
III	remanei_genome_00016153
III	remanei_genome_00016155
III	remanei_genome_00016145
III	remanei_genome_00016148
III	remanei_genome_00016150
III	remanei_genome_00016152
III	remanei_genome_00016154
III	remanei_genome_00016156
III	remanei_genome_00016158
III	remanei_genome_00016160
III	remanei_genome_00016161
III	remanei_genome_00016162
III	remanei_genome_00016165
III	remanei_genome_00016168
III	remanei_genome_00016169
III	remanei_genome_00016171
III	remanei_genome_00016172
III	remanei_genome_00016175
III	remanei_genome_00016157
III	remanei_genome_00016159
III	remanei_genome_00016163
III	remanei_genome_00016164
III	remanei_genome_00016166
III	remanei_genome_00016167
III	remanei_genome_00016170
III	remanei_genome_00016173
III	remanei_genome_00016174
III	remanei_genome_00016178
III	remanei_genome_00016180
III	remanei_genome_00016181
III	remanei_genome_00016183
III	remanei_genome_00016185
III	remanei_genome_00016186
III	remanei_genome_00016188
III	remanei_genome_00016190
III	remanei_genome_00016176
III	remanei_genome_00016177
III	remanei_genome_00016179
III	remanei_genome_00016182
III	remanei_genome_00016184
III	remanei_genome_00016187
III	remanei_genome_00016189
III	remanei_genome_00016191
III	remanei_genome_00016192
III	remanei_genome_00016193
III	remanei_genome_00016194
III	remanei_genome_00016196
III	remanei_genome_00016199
III	remanei_genome_00016200
III	remanei_genome_00016202
III	remanei_genome_00016203
III	remanei_genome_00016206
III	remanei_genome_00016207
III	remanei_genome_00016209
III	remanei_genome_00016195
III	remanei_genome_00016197
III	remanei_genome_00016198
III	remanei_genome_00016201
III	remanei_genome_00016204
III	remanei_genome_00016205
III	remanei_genome_00016230
III	remanei_genome_00016233
III	remanei_genome_00016238
III	remanei_genome_00016228
III	remanei_genome_00016229
III	remanei_genome_00016231
III	remanei_genome_00016232
III	remanei_genome_00016234
III	remanei_genome_00016235
III	remanei_genome_00016236
III	remanei_genome_00016237
III	remanei_genome_00016239
III	remanei_genome_00016210
III	remanei_genome_00016211
III	remanei_genome_00016213
III	remanei_genome_00016214
III	remanei_genome_00016215
III	remanei_genome_00016217
III	remanei_genome_00016218
III	remanei_genome_00016219
III	remanei_genome_00016220
III	remanei_genome_00016222
III	remanei_genome_00016223
III	remanei_genome_00016208
III	remanei_genome_00016212
III	remanei_genome_00016216
III	remanei_genome_00016221
III	remanei_genome_00016224
III	remanei_genome_00016225
III	remanei_genome_00016226
III	remanei_genome_00016227
III	remanei_genome_00016255
III	remanei_genome_00016257
III	remanei_genome_00016259
III	remanei_genome_00016261
III	remanei_genome_00016254
III	remanei_genome_00016256
III	remanei_genome_00016258
III	remanei_genome_00016260
III	remanei_genome_00016262
III	remanei_genome_00016242
III	remanei_genome_00016244
III	remanei_genome_00016246
III	remanei_genome_00016249
III	remanei_genome_00016250
III	remanei_genome_00016252
III	remanei_genome_00016253
III	remanei_genome_00016240
III	remanei_genome_00016241
III	remanei_genome_00016243
III	remanei_genome_00016245
III	remanei_genome_00016247
III	remanei_genome_00016248
III	remanei_genome_00016251
III	remanei_genome_00016264
III	remanei_genome_00016265
III	remanei_genome_00016266
III	remanei_genome_00016267
III	remanei_genome_00016263
III	remanei_genome_00016268
III	remanei_genome_00016269
III	remanei_genome_00016270
III	remanei_genome_00016271
III	remanei_genome_00016272
III	remanei_genome_00016276
III	remanei_genome_00016279
III	remanei_genome_00016280
III	remanei_genome_00016273
III	remanei_genome_00016274
III	remanei_genome_00016275
III	remanei_genome_00016277
III	remanei_genome_00016278
III	remanei_genome_00016292
III	remanei_genome_00016293
III	remanei_genome_00016296
III	remanei_genome_00016297
III	remanei_genome_00016300
III	remanei_genome_00016289
III	remanei_genome_00016290
III	remanei_genome_00016291
III	remanei_genome_00016294
III	remanei_genome_00016295
III	remanei_genome_00016298
III	remanei_genome_00016299
III	remanei_genome_00016301
III	remanei_genome_00016283
III	remanei_genome_00016285
III	remanei_genome_00016287
III	remanei_genome_00016288
III	remanei_genome_00016281
III	remanei_genome_00016282
III	remanei_genome_00016284
III	remanei_genome_00016286
III	remanei_genome_00016303
III	remanei_genome_00016311
III	remanei_genome_00016313
III	remanei_genome_00016314
III	remanei_genome_00016316
III	remanei_genome_00016302
III	remanei_genome_00016304
III	remanei_genome_00016305
III	remanei_genome_00016306
III	remanei_genome_00016307
III	remanei_genome_00016309
III	remanei_genome_00016310
III	remanei_genome_00016312
III	remanei_genome_00016315
III	remanei_genome_00016308
III	remanei_genome_00016318
III	remanei_genome_00016320
III	remanei_genome_00016322
III	remanei_genome_00016325
III	remanei_genome_00016328
III	remanei_genome_00016332
III	remanei_genome_00016317
III	remanei_genome_00016319
III	remanei_genome_00016321
III	remanei_genome_00016323
III	remanei_genome_00016324
III	remanei_genome_00016326
III	remanei_genome_00016329
III	remanei_genome_00016330
III	remanei_genome_00016331
III	remanei_genome_00016333
III	remanei_genome_00016327
III	remanei_genome_00016337
III	remanei_genome_00016338
III	remanei_genome_00016341
III	remanei_genome_00016343
III	remanei_genome_00016346
III	remanei_genome_00016334
III	remanei_genome_00016335
III	remanei_genome_00016336
III	remanei_genome_00016339
III	remanei_genome_00016340
III	remanei_genome_00016342
III	remanei_genome_00016344
III	remanei_genome_00016345
III	remanei_genome_00016347
III	remanei_genome_00016348
III	remanei_genome_00016351
III	remanei_genome_00016352
III	remanei_genome_00016353
III	remanei_genome_00016349
III	remanei_genome_00016350
III	remanei_genome_00016354
III	remanei_genome_00016355
III	remanei_genome_00016375
III	remanei_genome_00016378
III	remanei_genome_00016373
III	remanei_genome_00016374
III	remanei_genome_00016376
III	remanei_genome_00016377
III	remanei_genome_00016379
III	remanei_genome_00016380
III	remanei_genome_00016381
III	remanei_genome_00016357
III	remanei_genome_00016360
III	remanei_genome_00016363
III	remanei_genome_00016364
III	remanei_genome_00016365
III	remanei_genome_00016366
III	remanei_genome_00016368
III	remanei_genome_00016371
III	remanei_genome_00016358
III	remanei_genome_00016359
III	remanei_genome_00016361
III	remanei_genome_00016362
III	remanei_genome_00016367
III	remanei_genome_00016369
III	remanei_genome_00016372
III	remanei_genome_00016370
III	remanei_genome_00016356
III	remanei_genome_00016395
III	remanei_genome_00016400
III	remanei_genome_00016393
III	remanei_genome_00016394
III	remanei_genome_00016397
III	remanei_genome_00016398
III	remanei_genome_00016399
III	remanei_genome_00016401
III	remanei_genome_00016402
III	remanei_genome_00016403
III	remanei_genome_00016404
III	remanei_genome_00016396
III	remanei_genome_00016406
III	remanei_genome_00016382
III	remanei_genome_00016383
III	remanei_genome_00016384
III	remanei_genome_00016386
III	remanei_genome_00016388
III	remanei_genome_00016390
III	remanei_genome_00016391
III	remanei_genome_00016392
III	remanei_genome_00016385
III	remanei_genome_00016387
III	remanei_genome_00016389
III	remanei_genome_00016405
III	remanei_genome_00016407
III	remanei_genome_00016408
III	remanei_genome_00016409
III	remanei_genome_00016411
III	remanei_genome_00016412
III	remanei_genome_00016415
III	remanei_genome_00016417
III	remanei_genome_00016410
III	remanei_genome_00016413
III	remanei_genome_00016416
III	remanei_genome_00016414
III	remanei_genome_00016423
III	remanei_genome_00016418
III	remanei_genome_00016419
III	remanei_genome_00016422
III	remanei_genome_00016424
III	remanei_genome_00016421
III	remanei_genome_00016420
III	remanei_genome_00016425
III	remanei_genome_00016428
III	remanei_genome_00016432
III	remanei_genome_00016433
III	remanei_genome_00016439
III	remanei_genome_00016440
III	remanei_genome_00016442
III	remanei_genome_00016443
III	remanei_genome_00016444
III	remanei_genome_00016446
III	remanei_genome_00016447
III	remanei_genome_00016426
III	remanei_genome_00016427
III	remanei_genome_00016429
III	remanei_genome_00016431
III	remanei_genome_00016436
III	remanei_genome_00016437
III	remanei_genome_00016438
III	remanei_genome_00016441
III	remanei_genome_00016445
III	remanei_genome_00016430
III	remanei_genome_00016434
III	remanei_genome_00016435
III	remanei_genome_00016459
III	remanei_genome_00016460
III	remanei_genome_00016463
III	remanei_genome_00016470
III	remanei_genome_00016461
III	remanei_genome_00016462
III	remanei_genome_00016466
III	remanei_genome_00016467
III	remanei_genome_00016468
III	remanei_genome_00016469
III	remanei_genome_00016471
III	remanei_genome_00016464
III	remanei_genome_00016457
III	remanei_genome_00016465
III	remanei_genome_00016474
III	remanei_genome_00016472
III	remanei_genome_00016473
III	remanei_genome_00016475
III	remanei_genome_00016476
III	remanei_genome_00016478
III	remanei_genome_00016477
III	remanei_genome_00016479
III	remanei_genome_00016448
III	remanei_genome_00016449
III	remanei_genome_00016452
III	remanei_genome_00016455
III	remanei_genome_00016450
III	remanei_genome_00016453
III	remanei_genome_00016454
III	remanei_genome_00016456
III	remanei_genome_00016458
III	remanei_genome_00016451
III	remanei_genome_00016480
III	remanei_genome_00016481
III	remanei_genome_00016482
III	remanei_genome_00016483
III	remanei_genome_00016496
III	remanei_genome_00016499
III	remanei_genome_00016500
III	remanei_genome_00016501
III	remanei_genome_00016495
III	remanei_genome_00016497
III	remanei_genome_00016498
III	remanei_genome_00016485
III	remanei_genome_00016486
III	remanei_genome_00016488
III	remanei_genome_00016489
III	remanei_genome_00016493
III	remanei_genome_00016487
III	remanei_genome_00016490
III	remanei_genome_00016491
III	remanei_genome_00016492
III	remanei_genome_00016494
III	remanei_genome_00016484
III	remanei_genome_00016504
III	remanei_genome_00016506
III	remanei_genome_00016508
III	remanei_genome_00016502
III	remanei_genome_00016503
III	remanei_genome_00016505
III	remanei_genome_00016507
III	remanei_genome_00016509
III	remanei_genome_00016517
III	remanei_genome_00016519
III	remanei_genome_00016523
III	remanei_genome_00016515
III	remanei_genome_00016518
III	remanei_genome_00016520
III	remanei_genome_00016521
III	remanei_genome_00016522
III	remanei_genome_00016516
III	remanei_genome_00016510
III	remanei_genome_00016511
III	remanei_genome_00016512
III	remanei_genome_00016513
III	remanei_genome_00016514
III	remanei_genome_00016524
III	remanei_genome_00016529
III	remanei_genome_00016530
III	remanei_genome_00016531
III	remanei_genome_00016533
III	remanei_genome_00016525
III	remanei_genome_00016526
III	remanei_genome_00016528
III	remanei_genome_00016532
III	remanei_genome_00016527
III	remanei_genome_00016546
III	remanei_genome_00016547
III	remanei_genome_00016548
III	remanei_genome_00016535
III	remanei_genome_00016543
III	remanei_genome_00016534
III	remanei_genome_00016536
III	remanei_genome_00016537
III	remanei_genome_00016538
III	remanei_genome_00016539
III	remanei_genome_00016540
III	remanei_genome_00016541
III	remanei_genome_00016542
III	remanei_genome_00016544
III	remanei_genome_00016545
III	remanei_genome_00016549
III	remanei_genome_00016550
III	remanei_genome_00016554
III	remanei_genome_00016555
III	remanei_genome_00016556
III	remanei_genome_00016558
III	remanei_genome_00016560
III	remanei_genome_00016551
III	remanei_genome_00016552
III	remanei_genome_00016553
III	remanei_genome_00016557
III	remanei_genome_00016559
III	remanei_genome_00016561
III	remanei_genome_00016562
III	remanei_genome_00016563
III	remanei_genome_00016567
III	remanei_genome_00016569
III	remanei_genome_00016570
III	remanei_genome_00016571
III	remanei_genome_00016564
III	remanei_genome_00016565
III	remanei_genome_00016566
III	remanei_genome_00016568
III	remanei_genome_00016572
III	remanei_genome_00016575
III	remanei_genome_00016577
III	remanei_genome_00016578
III	remanei_genome_00016579
III	remanei_genome_00016582
III	remanei_genome_00016573
III	remanei_genome_00016574
III	remanei_genome_00016576
III	remanei_genome_00016580
III	remanei_genome_00016581
III	remanei_genome_00016599
III	remanei_genome_00016600
III	remanei_genome_00016601
III	remanei_genome_00016603
III	remanei_genome_00016604
III	remanei_genome_00016606
III	remanei_genome_00016598
III	remanei_genome_00016602
III	remanei_genome_00016605
III	remanei_genome_00016607
III	remanei_genome_00016584
III	remanei_genome_00016585
III	remanei_genome_00016587
III	remanei_genome_00016594
III	remanei_genome_00016595
III	remanei_genome_00016583
III	remanei_genome_00016586
III	remanei_genome_00016588
III	remanei_genome_00016589
III	remanei_genome_00016590
III	remanei_genome_00016591
III	remanei_genome_00016592
III	remanei_genome_00016593
III	remanei_genome_00016596
III	remanei_genome_00016597
III	remanei_genome_00016621
III	remanei_genome_00016623
III	remanei_genome_00016625
III	remanei_genome_00016628
III	remanei_genome_00016629
III	remanei_genome_00016630
III	remanei_genome_00016631
III	remanei_genome_00016632
III	remanei_genome_00016619
III	remanei_genome_00016620
III	remanei_genome_00016624
III	remanei_genome_00016626
III	remanei_genome_00016627
III	remanei_genome_00016622
III	remanei_genome_00016608
III	remanei_genome_00016609
III	remanei_genome_00016611
III	remanei_genome_00016613
III	remanei_genome_00016614
III	remanei_genome_00016615
III	remanei_genome_00016616
III	remanei_genome_00016617
III	remanei_genome_00016610
III	remanei_genome_00016612
III	remanei_genome_00016618
III	remanei_genome_00016654
III	remanei_genome_00016656
III	remanei_genome_00016658
III	remanei_genome_00016659
III	remanei_genome_00016655
III	remanei_genome_00016657
III	remanei_genome_00016660
III	remanei_genome_00016633
III	remanei_genome_00016634
III	remanei_genome_00016636
III	remanei_genome_00016637
III	remanei_genome_00016640
III	remanei_genome_00016642
III	remanei_genome_00016644
III	remanei_genome_00016647
III	remanei_genome_00016649
III	remanei_genome_00016650
III	remanei_genome_00016651
III	remanei_genome_00016653
III	remanei_genome_00016635
III	remanei_genome_00016638
III	remanei_genome_00016639
III	remanei_genome_00016641
III	remanei_genome_00016643
III	remanei_genome_00016645
III	remanei_genome_00016646
III	remanei_genome_00016648
III	remanei_genome_00016652
III	remanei_genome_00016676
III	remanei_genome_00016677
III	remanei_genome_00016678
III	remanei_genome_00016681
III	remanei_genome_00016682
III	remanei_genome_00016685
III	remanei_genome_00016689
III	remanei_genome_00016679
III	remanei_genome_00016680
III	remanei_genome_00016684
III	remanei_genome_00016686
III	remanei_genome_00016687
III	remanei_genome_00016688
III	remanei_genome_00016683
III	remanei_genome_00016693
III	remanei_genome_00016696
III	remanei_genome_00016698
III	remanei_genome_00016699
III	remanei_genome_00016690
III	remanei_genome_00016691
III	remanei_genome_00016692
III	remanei_genome_00016694
III	remanei_genome_00016695
III	remanei_genome_00016700
III	remanei_genome_00016701
III	remanei_genome_00016702
III	remanei_genome_00016703
III	remanei_genome_00016704
III	remanei_genome_00016697
III	remanei_genome_00016661
III	remanei_genome_00016662
III	remanei_genome_00016664
III	remanei_genome_00016665
III	remanei_genome_00016666
III	remanei_genome_00016667
III	remanei_genome_00016671
III	remanei_genome_00016663
III	remanei_genome_00016668
III	remanei_genome_00016669
III	remanei_genome_00016670
III	remanei_genome_00016672
III	remanei_genome_00016673
III	remanei_genome_00016674
III	remanei_genome_00016675
III	remanei_genome_00016708
III	remanei_genome_00016711
III	remanei_genome_00016713
III	remanei_genome_00016705
III	remanei_genome_00016706
III	remanei_genome_00016707
III	remanei_genome_00016709
III	remanei_genome_00016710
III	remanei_genome_00016714
III	remanei_genome_00016715
III	remanei_genome_00016712
III	remanei_genome_00016717
III	remanei_genome_00016720
III	remanei_genome_00016724
III	remanei_genome_00016725
III	remanei_genome_00016727
III	remanei_genome_00016716
III	remanei_genome_00016718
III	remanei_genome_00016719
III	remanei_genome_00016721
III	remanei_genome_00016722
III	remanei_genome_00016723
III	remanei_genome_00016726
III	remanei_genome_00016728
III	remanei_genome_00016729
III	remanei_genome_00016732
III	remanei_genome_00016734
III	remanei_genome_00016736
III	remanei_genome_00016738
III	remanei_genome_00016740
III	remanei_genome_00016743
III	remanei_genome_00016730
III	remanei_genome_00016731
III	remanei_genome_00016733
III	remanei_genome_00016735
III	remanei_genome_00016737
III	remanei_genome_00016739
III	remanei_genome_00016741
III	remanei_genome_00016742
III	remanei_genome_00016744
III	remanei_genome_00016746
III	remanei_genome_00016762
III	remanei_genome_00016763
III	remanei_genome_00016761
III	remanei_genome_00016764
III	remanei_genome_00016765
III	remanei_genome_00016766
III	remanei_genome_00016745
III	remanei_genome_00016747
III	remanei_genome_00016750
III	remanei_genome_00016751
III	remanei_genome_00016754
III	remanei_genome_00016755
III	remanei_genome_00016748
III	remanei_genome_00016749
III	remanei_genome_00016752
III	remanei_genome_00016753
III	remanei_genome_00016756
III	remanei_genome_00016757
III	remanei_genome_00016758
III	remanei_genome_00016759
III	remanei_genome_00016760
III	remanei_genome_00016767
III	remanei_genome_00016768
III	remanei_genome_00016771
III	remanei_genome_00016774
III	remanei_genome_00016776
III	remanei_genome_00016778
III	remanei_genome_00016780
III	remanei_genome_00016783
III	remanei_genome_00016769
III	remanei_genome_00016770
III	remanei_genome_00016772
III	remanei_genome_00016773
III	remanei_genome_00016775
III	remanei_genome_00016777
III	remanei_genome_00016779
III	remanei_genome_00016781
III	remanei_genome_00016782
III	remanei_genome_00016784
III	remanei_genome_00016785
III	remanei_genome_00016786
III	remanei_genome_00016787
III	remanei_genome_00016790
III	remanei_genome_00016794
III	remanei_genome_00016795
III	remanei_genome_00016797
III	remanei_genome_00016798
III	remanei_genome_00016801
III	remanei_genome_00016788
III	remanei_genome_00016789
III	remanei_genome_00016791
III	remanei_genome_00016792
III	remanei_genome_00016793
III	remanei_genome_00016799
III	remanei_genome_00016800
III	remanei_genome_00016802
III	remanei_genome_00016796
III	remanei_genome_00016803
III	remanei_genome_00016804
III	remanei_genome_00016807
III	remanei_genome_00016809
III	remanei_genome_00016810
III	remanei_genome_00016814
III	remanei_genome_00016805
III	remanei_genome_00016806
III	remanei_genome_00016808
III	remanei_genome_00016811
III	remanei_genome_00016812
III	remanei_genome_00016813
III	remanei_genome_00016815
III	remanei_genome_00016816
III	remanei_genome_00016817
III	remanei_genome_00016818
III	remanei_genome_00016823
III	remanei_genome_00016824
III	remanei_genome_00016826
III	remanei_genome_00016827
III	remanei_genome_00016829
III	remanei_genome_00016832
III	remanei_genome_00016833
III	remanei_genome_00016834
III	remanei_genome_00016819
III	remanei_genome_00016821
III	remanei_genome_00016822
III	remanei_genome_00016825
III	remanei_genome_00016828
III	remanei_genome_00016830
III	remanei_genome_00016831
III	remanei_genome_00016835
III	remanei_genome_00016820
III	remanei_genome_00016837
III	remanei_genome_00016838
III	remanei_genome_00016844
III	remanei_genome_00016848
III	remanei_genome_00016849
III	remanei_genome_00016851
III	remanei_genome_00016853
III	remanei_genome_00016855
III	remanei_genome_00016857
III	remanei_genome_00016860
III	remanei_genome_00016863
III	remanei_genome_00016865
III	remanei_genome_00016867
III	remanei_genome_00016868
III	remanei_genome_00016869
III	remanei_genome_00016870
III	remanei_genome_00016836
III	remanei_genome_00016839
III	remanei_genome_00016840
III	remanei_genome_00016841
III	remanei_genome_00016842
III	remanei_genome_00016843
III	remanei_genome_00016845
III	remanei_genome_00016846
III	remanei_genome_00016847
III	remanei_genome_00016850
III	remanei_genome_00016852
III	remanei_genome_00016854
III	remanei_genome_00016856
III	remanei_genome_00016858
III	remanei_genome_00016859
III	remanei_genome_00016861
III	remanei_genome_00016862
III	remanei_genome_00016864
III	remanei_genome_00016866
III	remanei_genome_00016871
V	remanei_genome_00000003
V	remanei_genome_00000005
V	remanei_genome_00000006
V	remanei_genome_00000001
V	remanei_genome_00000002
V	remanei_genome_00000004
V	remanei_genome_00000029
V	remanei_genome_00000030
V	remanei_genome_00000033
V	remanei_genome_00000036
V	remanei_genome_00000037
V	remanei_genome_00000040
V	remanei_genome_00000043
V	remanei_genome_00000045
V	remanei_genome_00000047
V	remanei_genome_00000031
V	remanei_genome_00000032
V	remanei_genome_00000034
V	remanei_genome_00000035
V	remanei_genome_00000038
V	remanei_genome_00000039
V	remanei_genome_00000041
V	remanei_genome_00000042
V	remanei_genome_00000044
V	remanei_genome_00000046
V	remanei_genome_00000007
V	remanei_genome_00000008
V	remanei_genome_00000009
V	remanei_genome_00000010
V	remanei_genome_00000011
V	remanei_genome_00000013
V	remanei_genome_00000014
V	remanei_genome_00000020
V	remanei_genome_00000022
V	remanei_genome_00000023
V	remanei_genome_00000028
V	remanei_genome_00000012
V	remanei_genome_00000015
V	remanei_genome_00000016
V	remanei_genome_00000017
V	remanei_genome_00000018
V	remanei_genome_00000019
V	remanei_genome_00000021
V	remanei_genome_00000024
V	remanei_genome_00000025
V	remanei_genome_00000026
V	remanei_genome_00000027
V	remanei_genome_00000065
V	remanei_genome_00000067
V	remanei_genome_00000069
V	remanei_genome_00000071
V	remanei_genome_00000073
V	remanei_genome_00000075
V	remanei_genome_00000066
V	remanei_genome_00000068
V	remanei_genome_00000070
V	remanei_genome_00000072
V	remanei_genome_00000076
V	remanei_genome_00000074
V	remanei_genome_00000048
V	remanei_genome_00000051
V	remanei_genome_00000052
V	remanei_genome_00000054
V	remanei_genome_00000055
V	remanei_genome_00000056
V	remanei_genome_00000060
V	remanei_genome_00000061
V	remanei_genome_00000062
V	remanei_genome_00000064
V	remanei_genome_00000049
V	remanei_genome_00000050
V	remanei_genome_00000053
V	remanei_genome_00000057
V	remanei_genome_00000058
V	remanei_genome_00000059
V	remanei_genome_00000063
V	remanei_genome_00000078
V	remanei_genome_00000081
V	remanei_genome_00000083
V	remanei_genome_00000085
V	remanei_genome_00000087
V	remanei_genome_00000089
V	remanei_genome_00000077
V	remanei_genome_00000079
V	remanei_genome_00000080
V	remanei_genome_00000082
V	remanei_genome_00000084
V	remanei_genome_00000086
V	remanei_genome_00000088
V	remanei_genome_00000090
V	remanei_genome_00000092
